Drift report: ad_Kite_OLAF vs NREL r-test reference
Generated: 2026-04-21T02:27:32Z
Platform: NAME="Ubuntu"

Our output: /workspace/openfast/build/modules/aerodyn/baseline_gen_ad_Kite_OLAF/ad_driver.outb
NREL ref:   /workspace/openfast/build/modules/aerodyn/baseline_gen_ad_Kite_OLAF/ad_driver_nrel_ref.outb
Array shape: (50, 433) (timesteps, channels) = 21650 values

Bit-identical:                  11800 / 21650 (54.50%)
Within 1e-5 rel:                19683 / 21650 (90.91%)
Within 1e-5 rel OR 1e-6 abs:    21491 / 21650 (99.27%)
Max abs difference:            2.792824e-02
Max rel difference:            1.274671e-02

Per-channel drift (non-zero channels only):
  AB1N016Cd              (-       )  abs=9.286e-08  rel=9.178e-08  at t_idx=8
  AB1N011STVz            (m/s     )  abs=8.178e-08  rel=8.484e-09  at t_idx=26
  AB1N030STVz            (m/s     )  abs=8.178e-08  rel=8.484e-09  at t_idx=26
  PtfmHeave              (m       )  abs=5.717e-08  rel=3.386e-08  at t_idx=2
  AB1N008STVz            (m/s     )  abs=5.370e-08  rel=5.892e-09  at t_idx=36
  AB1N033STVz            (m/s     )  abs=5.370e-08  rel=5.892e-09  at t_idx=36
  AB1N002STVz            (m/s     )  abs=5.246e-08  rel=5.656e-09  at t_idx=26
  AB1N039STVz            (m/s     )  abs=5.246e-08  rel=5.656e-09  at t_idx=26
  AB1N012STVz            (m/s     )  abs=3.653e-08  rel=3.771e-09  at t_idx=26
  AB1N029STVz            (m/s     )  abs=3.653e-08  rel=3.771e-09  at t_idx=26
  AB1N005STVz            (m/s     )  abs=2.644e-08  rel=3.758e-09  at t_idx=28
  AB1N036STVz            (m/s     )  abs=2.644e-08  rel=3.758e-09  at t_idx=28
  RtAeroCq               (-       )  abs=1.593e-08  rel=3.744e-08  at t_idx=12
  AB1N031STVz            (m/s     )  abs=9.041e-09  rel=1.042e-09  at t_idx=27
  AB1N010STVz            (m/s     )  abs=9.041e-09  rel=1.042e-09  at t_idx=27
  AB1N034STVz            (m/s     )  abs=8.903e-09  rel=9.427e-10  at t_idx=26
  AB1N007STVz            (m/s     )  abs=8.903e-09  rel=9.427e-10  at t_idx=26
  RtTSR                  (-       )  abs=7.044e-09  rel=5.939e-08  at t_idx=27

Total channels with drift:     197 / 433
